inventory_id,date,ing_id,expected_qty,actual_qty,error_flag,note
INV00001686,2024-07-03,ING012,2755,2755,0,
INV00001687,2024-07-03,ING013,810,810,0,
INV00001688,2024-07-03,ING014,24,24,0,
INV00001689,2024-07-03,ING015,1900,1900,0,
INV00001690,2024-07-03,ING016,1750,1750,0,
INV00001691,2024-07-03,ING017,1925,1925,0,
INV00001692,2024-07-03,ING018,200,200,0,
INV00001693,2024-07-04,ING001,2268,2268,0,
INV00001694,2024-07-04,ING002,7370,7370,0,
INV00001695,2024-07-04,ING003,1740,1740,0,
INV00001696,2024-07-04,ING004,1940,1940,0,
INV00001697,2024-07-04,ING005,2300,2300,0,
INV00001698,2024-07-04,ING006,2000,2000,0,
INV00001699,2024-07-04,ING007,1000,1000,0,
INV00001700,2024-07-04,ING008,480,480,0,pending_delivery
INV00001701,2024-07-04,ING009,1900,1900,0,
INV00001702,2024-07-04,ING010,5390,5390,0,
INV00001703,2024-07-04,ING011,13,13,0,
INV00001704,2024-07-04,ING012,2730,2730,0,
INV00001705,2024-07-04,ING013,790,790,0,
INV00001706,2024-07-04,ING014,20,20,0,
INV00001707,2024-07-04,ING015,1750,1750,0,
INV00001708,2024-07-04,ING016,1600,1600,0,
INV00001709,2024-07-04,ING017,1835,1835,0,
INV00001710,2024-07-04,ING018,200,200,0,
INV00001711,2024-07-05,ING001,1592,1592,0,
INV00001712,2024-07-05,ING002,0,0,0,pending_delivery
INV00001713,2024-07-05,ING003,1680,1680,0,
INV00001714,2024-07-05,ING004,1840,1840,0,
INV00001715,2024-07-05,ING005,1900,1900,0,
INV00001716,2024-07-05,ING006,2000,2000,0,
INV00001717,2024-07-05,ING007,630,630,0,
INV00001718,2024-07-05,ING008,3000,3000,0,
INV00001719,2024-07-05,ING009,1720,1720,0,
INV00001720,2024-07-05,ING010,4785,4785,0,
INV00001721,2024-07-05,ING011,5,5,0,pending_delivery
INV00001722,2024-07-05,ING012,2390,2390,0,
INV00001723,2024-07-05,ING013,510,510,0,
INV00001724,2024-07-05,ING014,9,9,0,pending_delivery
INV00001725,2024-07-05,ING015,1600,1600,0,
INV00001726,2024-07-05,ING016,1350,1350,0,
INV00001727,2024-07-05,ING017,1730,1730,0,
INV00001728,2024-07-05,ING018,200,200,0,
INV00001729,2024-07-06,ING001,1086,1086,0,pending_delivery
INV00001730,2024-07-06,ING002,30000,30000,0,
INV00001731,2024-07-06,ING003,1640,1640,0,
INV00001732,2024-07-06,ING004,1820,1820,0,
INV00001733,2024-07-06,ING005,1670,1670,0,
INV00001734,2024-07-06,ING006,2000,2000,0,
INV00001735,2024-07-06,ING007,200,200,0,pending_delivery
INV00001736,2024-07-06,ING008,2830,2830,0,
INV00001737,2024-07-06,ING009,1630,1630,0,
INV00001738,2024-07-06,ING010,4350,4350,0,
INV00001739,2024-07-06,ING011,75,75,0,
INV00001740,2024-07-06,ING012,2195,2195,0,
INV00001741,2024-07-06,ING013,350,350,0,pending_delivery
INV00001742,2024-07-06,ING014,75,75,0,
INV00001743,2024-07-06,ING015,1500,1500,0,
INV00001744,2024-07-06,ING016,1300,1300,0,
INV00001745,2024-07-06,ING017,1665,1665,0,
INV00001746,2024-07-06,ING018,200,200,0,
INV00001747,2024-07-07,ING001,7500,7500,0,
INV00001748,2024-07-07,ING002,23050,23050,0,
INV00001749,2024-07-07,ING003,1580,1580,0,
INV00001750,2024-07-07,ING004,1820,1820,0,
INV00001751,2024-07-07,ING005,1410,1410,0,
INV00001752,2024-07-07,ING006,2000,2000,0,
INV00001753,2024-07-07,ING007,3000,3000,0,
INV00001754,2024-07-07,ING008,2590,2590,0,
INV00001755,2024-07-07,ING009,1530,1530,0,
INV00001756,2024-07-07,ING010,4005,4005,0,
INV00001757,2024-07-07,ING011,72,72,0,
INV00001758,2024-07-07,ING012,1970,1970,0,
INV00001759,2024-07-07,ING013,3000,3000,0,
INV00001760,2024-07-07,ING014,69,69,0,
INV00001761,2024-07-07,ING015,1350,1350,0,
INV00001762,2024-07-07,ING016,1300,1300,0,
INV00001763,2024-07-07,ING017,1600,1600,0,
INV00001764,2024-07-07,ING018,200,200,0,
INV00001765,2024-07-08,ING001,7050,7050,0,
INV00001766,2024-07-08,ING002,14670,14670,0,
INV00001767,2024-07-08,ING003,1540,1540,0,
INV00001768,2024-07-08,ING004,1740,1740,0,
INV00001769,2024-07-08,ING005,1070,1070,0,
INV00001770,2024-07-08,ING006,2000,2000,0,
INV00001771,2024-07-08,ING007,2510,2510,0,
INV00001772,2024-07-08,ING008,2470,2470,0,
INV00001773,2024-07-08,ING009,1320,1320,0,
INV00001774,2024-07-08,ING010,3405,3405,0,
INV00001775,2024-07-08,ING011,66,66,0,
INV00001776,2024-07-08,ING012,1675,1675,0,
INV00001777,2024-07-08,ING013,2750,2750,0,
INV00001778,2024-07-08,ING014,58,58,0,
INV00001779,2024-07-08,ING015,1250,1250,0,
INV00001780,2024-07-08,ING016,1100,1100,0,
INV00001781,2024-07-08,ING017,1480,1480,0,
INV00001782,2024-07-08,ING018,200,200,0,
INV00001783,2024-07-09,ING001,6380,6380,0,
INV00001784,2024-07-09,ING002,2980,2980,0,pending_delivery
INV00001785,2024-07-09,ING003,1480,1480,0,
INV00001786,2024-07-09,ING004,1600,1600,0,
INV00001787,2024-07-09,ING005,740,740,0,
INV00001788,2024-07-09,ING006,2000,2000,0,
INV00001789,2024-07-09,ING007,2020,2020,0,
INV00001790,2024-07-09,ING008,2270,2270,0,
INV00001791,2024-07-09,ING009,1140,1140,0,
INV00001792,2024-07-09,ING010,2880,2880,0,
INV00001793,2024-07-09,ING011,56,56,0,
INV00001794,2024-07-09,ING012,1390,1390,0,
INV00001795,2024-07-09,ING013,2510,2510,0,
INV00001796,2024-07-09,ING014,48,48,0,
INV00001797,2024-07-09,ING015,1100,1100,0,
INV00001798,2024-07-09,ING016,750,750,0,
INV00001799,2024-07-09,ING017,1395,1395,0,
INV00001800,2024-07-09,ING018,200,200,0,
INV00001801,2024-07-10,ING001,5610,5610,0,
INV00001802,2024-07-10,ING002,30000,30000,0,
INV00001803,2024-07-10,ING003,1320,1320,0,
INV00001804,2024-07-10,ING004,1500,1500,0,
INV00001805,2024-07-10,ING005,170,170,0,pending_delivery
INV00001806,2024-07-10,ING006,2000,2000,0,
INV00001807,2024-07-10,ING007,1580,1580,0,
INV00001808,2024-07-10,ING008,2030,2030,0,
INV00001809,2024-07-10,ING009,740,740,0,
INV00001810,2024-07-10,ING010,2190,2190,0,
INV00001811,2024-07-10,ING011,43,43,0,
INV00001812,2024-07-10,ING012,900,900,0,
INV00001813,2024-07-10,ING013,2100,2100,0,
INV00001814,2024-07-10,ING014,34,34,0,
INV00001815,2024-07-10,ING015,700,700,0,
INV00001816,2024-07-10,ING016,500,500,0,pending_delivery
INV00001817,2024-07-10,ING017,1265,1265,0,
INV00001818,2024-07-10,ING018,200,200,0,
INV00001819,2024-07-11,ING001,5062,5062,0,
INV00001820,2024-07-11,ING002,19770,19770,0,
INV00001821,2024-07-11,ING003,1220,1220,0,
INV00001822,2024-07-11,ING004,1420,1420,0,
INV00001823,2024-07-11,ING005,3000,3000,0,
INV00001824,2024-07-11,ING006,2000,2000,0,
INV00001825,2024-07-11,ING007,1190,1190,0,
INV00001826,2024-07-11,ING008,1770,1770,0,
INV00001827,2024-07-11,ING009,600,600,0,
INV00001828,2024-07-11,ING010,1770,1770,0,pending_delivery
INV00001829,2024-07-11,ING011,34,34,0,
INV00001830,2024-07-11,ING012,590,590,0,
INV00001831,2024-07-11,ING013,1840,1840,0,
INV00001832,2024-07-11,ING014,28,28,0,
INV00001833,2024-07-11,ING015,450,450,0,pending_delivery
INV00001834,2024-07-11,ING016,3000,3000,0,
INV00001835,2024-07-11,ING017,1155,1155,0,
INV00001836,2024-07-11,ING018,200,200,0,
INV00001837,2024-07-12,ING001,4332,4332,0,
INV00001838,2024-07-12,ING002,6650,6650,0,
INV00001839,2024-07-12,ING003,1160,1160,0,
INV00001840,2024-07-12,ING004,1300,1300,0,
INV00001841,2024-07-12,ING005,2700,2700,0,
INV00001842,2024-07-12,ING006,2000,2000,0,
INV00001843,2024-07-12,ING007,830,830,0,
INV00001844,2024-07-12,ING008,1580,1580,0,
INV00001845,2024-07-12,ING009,310,310,0,pending_delivery
INV00001846,2024-07-12,ING010,12000,12000,0,
INV00001847,2024-07-12,ING011,25,25,0,
INV00001848,2024-07-12,ING012,335,335,0,pending_delivery
INV00001849,2024-07-12,ING013,1630,1630,0,
INV00001850,2024-07-12,ING014,15,15,0,
INV00001851,2024-07-12,ING015,3000,3000,0,
INV00001852,2024-07-12,ING016,2700,2700,0,
INV00001853,2024-07-12,ING017,1050,1050,0,
INV00001854,2024-07-12,ING018,200,200,0,
INV00001855,2024-07-13,ING001,3820,3820,0,
INV00001856,2024-07-13,ING002,0,0,0,pending_delivery
INV00001857,2024-07-13,ING003,1120,1120,0,
INV00001858,2024-07-13,ING004,1260,1260,0,
INV00001859,2024-07-13,ING005,2280,2280,0,
INV00001860,2024-07-13,ING006,2000,2000,0,
INV00001861,2024-07-13,ING007,400,400,0,pending_delivery
INV00001862,2024-07-13,ING008,1440,1440,0,
INV00001863,2024-07-13,ING009,3000,3000,0,
INV00001864,2024-07-13,ING010,11445,11445,0,
INV00001865,2024-07-13,ING011,21,21,0,
INV00001866,2024-07-13,ING012,3000,3000,0,
INV00001867,2024-07-13,ING013,1320,1320,0,
INV00001868,2024-07-13,ING014,4,4,0,pending_delivery
INV00001869,2024-07-13,ING015,2900,2900,0,
INV00001870,2024-07-13,ING016,2600,2600,0,
INV00001871,2024-07-13,ING017,965,965,0,
INV00001872,2024-07-13,ING018,200,200,0,
INV00001873,2024-07-14,ING001,3520,3520,0,
INV00001874,2024-07-14,ING002,30000,30000,0,
INV00001875,2024-07-14,ING003,1040,1040,0,
INV00001876,2024-07-14,ING004,1180,1180,0,
INV00001877,2024-07-14,ING005,2150,2150,0,
INV00001878,2024-07-14,ING006,2000,2000,0,
INV00001879,2024-07-14,ING007,3000,3000,0,
INV00001880,2024-07-14,ING008,1390,1390,0,
INV00001881,2024-07-14,ING009,2820,2820,0,
INV00001882,2024-07-14,ING010,11010,11010,0,
INV00001883,2024-07-14,ING011,13,13,0,
INV00001884,2024-07-14,ING012,2890,2890,0,
INV00001885,2024-07-14,ING013,1230,1230,0,
INV00001886,2024-07-14,ING014,75,75,0,
INV00001887,2024-07-14,ING015,2700,2700,0,
INV00001888,2024-07-14,ING016,2400,2400,0,
INV00001889,2024-07-14,ING017,880,880,0,
INV00001890,2024-07-14,ING018,200,200,0,
INV00001891,2024-07-15,ING001,3024,3024,0,
INV00001892,2024-07-15,ING002,20720,20720,0,
INV00001893,2024-07-15,ING003,940,940,0,
INV00001894,2024-07-15,ING004,1080,1080,0,
INV00001895,2024-07-15,ING005,1810,1810,0,
INV00001896,2024-07-15,ING006,2000,2000,0,
INV00001897,2024-07-15,ING007,2710,2710,0,
INV00001898,2024-07-15,ING008,1270,1270,0,
INV00001899,2024-07-15,ING009,2690,2690,0,
INV00001900,2024-07-15,ING010,10590,10590,0,
INV00001901,2024-07-15,ING011,3,3,0,pending_delivery
INV00001902,2024-07-15,ING012,2595,2595,0,
INV00001903,2024-07-15,ING013,980,980,0,
INV00001904,2024-07-15,ING014,69,69,0,
INV00001905,2024-07-15,ING015,2450,2450,0,
INV00001906,2024-07-15,ING016,2150,2150,0,
INV00001907,2024-07-15,ING017,760,760,0,
INV00001908,2024-07-15,ING018,200,200,0,
INV00001909,2024-07-16,ING001,2098,2098,0,
INV00001910,2024-07-16,ING002,4060,4060,0,pending_delivery
INV00001911,2024-07-16,ING003,800,800,0,
INV00001912,2024-07-16,ING004,980,980,0,
INV00001913,2024-07-16,ING005,1350,1350,0,
INV00001914,2024-07-16,ING006,2000,2000,0,
INV00001915,2024-07-16,ING007,2200,2200,0,
INV00001916,2024-07-16,ING008,880,880,0,
INV00001917,2024-07-16,ING009,2360,2360,0,
INV00001918,2024-07-16,ING010,10080,10080,0,
INV00001919,2024-07-16,ING011,75,75,0,
INV00001920,2024-07-16,ING012,2195,2195,0,
INV00001921,2024-07-16,ING013,640,640,0,
INV00001922,2024-07-16,ING014,59,59,0,
INV00001923,2024-07-16,ING015,2100,2100,0,
INV00001924,2024-07-16,ING016,1900,1900,0,
INV00001925,2024-07-16,ING017,670,670,0,
INV00001926,2024-07-16,ING018,200,200,0,
INV00001927,2024-07-17,ING001,1522,1522,0,
INV00001928,2024-07-17,ING002,30000,30000,0,
INV00001929,2024-07-17,ING003,680,680,0,
INV00001930,2024-07-17,ING004,800,800,0,
INV00001931,2024-07-17,ING005,1150,1150,0,
INV00001932,2024-07-17,ING006,2000,2000,0,
INV00001933,2024-07-17,ING007,1520,1520,0,
INV00001934,2024-07-17,ING008,650,650,0,
INV00001935,2024-07-17,ING009,2250,2250,0,
INV00001936,2024-07-17,ING010,9350,9350,0,
INV00001937,2024-07-17,ING011,60,60,0,
INV00001938,2024-07-17,ING012,2025,2025,0,
INV00001939,2024-07-17,ING013,500,500,0,pending_delivery
INV00001940,2024-07-17,ING014,44,44,0,
INV00001941,2024-07-17,ING015,1800,1800,0,
INV00001942,2024-07-17,ING016,1450,1450,0,
INV00001943,2024-07-17,ING017,550,550,0,
INV00001944,2024-07-17,ING018,200,200,0,
INV00001945,2024-07-18,ING001,812,812,0,pending_delivery
INV00001946,2024-07-18,ING002,16330,16330,0,
INV00001947,2024-07-18,ING003,580,580,0,
INV00001948,2024-07-18,ING004,720,720,0,
INV00001949,2024-07-18,ING005,740,740,0,
INV00001950,2024-07-18,ING006,2000,2000,0,
INV00001951,2024-07-18,ING007,1040,1040,0,
INV00001952,2024-07-18,ING008,400,400,0,pending_delivery
INV00001953,2024-07-18,ING009,2070,2070,0,
INV00001954,2024-07-18,ING010,9115,9115,0,
INV00001955,2024-07-18,ING011,51,51,0,
INV00001956,2024-07-18,ING012,1670,1670,0,
INV00001957,2024-07-18,ING013,3000,3000,0,
INV00001958,2024-07-18,ING014,42,42,0,
INV00001959,2024-07-18,ING015,1550,1550,0,
INV00001960,2024-07-18,ING016,1250,1250,0,
INV00001961,2024-07-18,ING017,465,465,0,
INV00001962,2024-07-18,ING018,200,200,0,
INV00001963,2024-07-19,ING001,7500,7500,0,
INV00001964,2024-07-19,ING002,1310,1310,0,pending_delivery
INV00001965,2024-07-19,ING003,500,500,0,pending_delivery
INV00001966,2024-07-19,ING004,680,680,0,
INV00001967,2024-07-19,ING005,250,250,0,pending_delivery
INV00001968,2024-07-19,ING006,2000,2000,0,
INV00001969,2024-07-19,ING007,440,440,0,pending_delivery
INV00001970,2024-07-19,ING008,3000,3000,0,
INV00001971,2024-07-19,ING009,1810,1810,0,
INV00001972,2024-07-19,ING010,8465,8465,0,
INV00001973,2024-07-19,ING011,45,45,0,
INV00001974,2024-07-19,ING012,1250,1250,0,
INV00001975,2024-07-19,ING013,2650,2650,0,
INV00001976,2024-07-19,ING014,31,31,0,
INV00001977,2024-07-19,ING015,1350,1350,0,
INV00001978,2024-07-19,ING016,1150,1150,0,
INV00001979,2024-07-19,ING017,315,315,0,pending_delivery
INV00001980,2024-07-19,ING018,200,200,0,
INV00001981,2024-07-20,ING001,7148,7148,0,
INV00001982,2024-07-20,ING002,30000,30000,0,
INV00001983,2024-07-20,ING003,3000,3000,0,
INV00001984,2024-07-20,ING004,660,660,0,
INV00001985,2024-07-20,ING005,3000,3000,0,
INV00001986,2024-07-20,ING006,2000,2000,0,
INV00001987,2024-07-20,ING007,3000,3000,0,
INV00001988,2024-07-20,ING008,2940,2940,0,
INV00001989,2024-07-20,ING009,1690,1690,0,
INV00001990,2024-07-20,ING010,8135,8135,0,
INV00001991,2024-07-20,ING011,43,43,0,
INV00001992,2024-07-20,ING012,1130,1130,0,
INV00001993,2024-07-20,ING013,2550,2550,0,
INV00001994,2024-07-20,ING014,25,25,0,
INV00001995,2024-07-20,ING015,1300,1300,0,
INV00001996,2024-07-20,ING016,1100,1100,0,
INV00001997,2024-07-20,ING017,2250,2250,0,
INV00001998,2024-07-20,ING018,200,200,0,
INV00001999,2024-07-21,ING001,6630,6630,0,
INV00002000,2024-07-21,ING002,21340,21340,0,
INV00002001,2024-07-21,ING003,2820,2820,0,
INV00002002,2024-07-21,ING004,620,620,0,
INV00002003,2024-07-21,ING005,2830,2830,0,
INV00002004,2024-07-21,ING006,2000,2000,0,
INV00002005,2024-07-21,ING007,2730,2730,0,
INV00002006,2024-07-21,ING008,2690,2690,0,
INV00002007,2024-07-21,ING009,1470,1470,0,
INV00002008,2024-07-21,ING010,7565,7565,0,
INV00002009,2024-07-21,ING011,32,32,0,
INV00002010,2024-07-21,ING012,985,985,0,
INV00002011,2024-07-21,ING013,2430,2430,0,
INV00002012,2024-07-21,ING014,13,13,0,
INV00002013,2024-07-21,ING015,850,850,0,
INV00002014,2024-07-21,ING016,1000,1000,0,
INV00002015,2024-07-21,ING017,2160,2160,0,
INV00002016,2024-07-21,ING018,200,200,0,
INV00002017,2024-07-22,ING001,6016,6016,0,
INV00002018,2024-07-22,ING002,11020,11020,0,
INV00002019,2024-07-22,ING003,2780,2780,0,
INV00002020,2024-07-22,ING004,520,520,0,
INV00002021,2024-07-22,ING005,2560,2560,0,
INV00002022,2024-07-22,ING006,2000,2000,0,
INV00002023,2024-07-22,ING007,2340,2340,0,
INV00002024,2024-07-22,ING008,2520,2520,0,
INV00002025,2024-07-22,ING009,1290,1290,0,
INV00002026,2024-07-22,ING010,6825,6825,0,
INV00002027,2024-07-22,ING011,25,25,0,
INV00002028,2024-07-22,ING012,750,750,0,
INV00002029,2024-07-22,ING013,2230,2230,0,
INV00002030,2024-07-22,ING014,0,0,0,pending_delivery
INV00002031,2024-07-22,ING015,750,750,0,
INV00002032,2024-07-22,ING016,750,750,0,
INV00002033,2024-07-22,ING017,2030,2030,0,
INV00002034,2024-07-22,ING018,200,200,0,
INV00002035,2024-07-23,ING001,5244,5244,0,
INV00002036,2024-07-23,ING002,0,0,0,pending_delivery
INV00002037,2024-07-23,ING003,2680,2680,0,
INV00002038,2024-07-23,ING004,500,500,0,pending_delivery
INV00002039,2024-07-23,ING005,2160,2160,0,
INV00002040,2024-07-23,ING006,2000,2000,0,
INV00002041,2024-07-23,ING007,1920,1920,0,
INV00002042,2024-07-23,ING008,2240,2240,0,
INV00002043,2024-07-23,ING009,1070,1070,0,
INV00002044,2024-07-23,ING010,5970,5970,0,
INV00002045,2024-07-23,ING011,19,19,0,
INV00002046,2024-07-23,ING012,405,405,0,pending_delivery
INV00002047,2024-07-23,ING013,1940,1940,0,
INV00002048,2024-07-23,ING014,75,75,0,
INV00002049,2024-07-23,ING015,500,500,0,pending_delivery
INV00002050,2024-07-23,ING016,700,700,0,
INV00002051,2024-07-23,ING017,1785,1785,0,
INV00002052,2024-07-23,ING018,200,200,0,
INV00002053,2024-07-24,ING001,4662,4662,0,
INV00002054,2024-07-24,ING002,30000,30000,0,
INV00002055,2024-07-24,ING003,2620,2620,0,
INV00002056,2024-07-24,ING004,3000,3000,0,
INV00002057,2024-07-24,ING005,1960,1960,0,
INV00002058,2024-07-24,ING006,2000,2000,0,
INV00002059,2024-07-24,ING007,1620,1620,0,
INV00002060,2024-07-24,ING008,1980,1980,0,
INV00002061,2024-07-24,ING009,650,650,0,
INV00002062,2024-07-24,ING010,5660,5660,0,
INV00002063,2024-07-24,ING011,13,13,0,
INV00002064,2024-07-24,ING012,3000,3000,0,
INV00002065,2024-07-24,ING013,1800,1800,0,
INV00002066,2024-07-24,ING014,70,70,0,
INV00002067,2024-07-24,ING015,3000,3000,0,
INV00002068,2024-07-24,ING016,550,550,0,
INV00002069,2024-07-24,ING017,1705,1705,0,
INV00002070,2024-07-24,ING018,200,200,0,
INV00002071,2024-07-25,ING001,4178,4178,0,
INV00002072,2024-07-25,ING002,21380,21380,0,
INV00002073,2024-07-25,ING003,2560,2560,0,
INV00002074,2024-07-25,ING004,2980,2980,0,
INV00002075,2024-07-25,ING005,1680,1680,0,
INV00002076,2024-07-25,ING006,2000,2000,0,
INV00002077,2024-07-25,ING007,1330,1330,0,
INV00002078,2024-07-25,ING008,1750,1750,0,
INV00002079,2024-07-25,ING009,470,470,0,pending_delivery
INV00002080,2024-07-25,ING010,5350,5350,0,
INV00002081,2024-07-25,ING011,9,9,0,pending_delivery
INV00002082,2024-07-25,ING012,2760,2760,0,
INV00002083,2024-07-25,ING013,1600,1600,0,
INV00002084,2024-07-25,ING014,65,65,0,
INV00002085,2024-07-25,ING015,2850,2850,0,
INV00002086,2024-07-25,ING016,500,500,0,pending_delivery
INV00002087,2024-07-25,ING017,1625,1625,0,
INV00002088,2024-07-25,ING018,200,200,0,
INV00002089,2024-07-26,ING001,3588,3588,0,
INV00002090,2024-07-26,ING002,11490,11490,0,
INV00002091,2024-07-26,ING003,2500,2500,0,
INV00002092,2024-07-26,ING004,2860,2860,0,
INV00002093,2024-07-26,ING005,1440,1440,0,
INV00002094,2024-07-26,ING006,2000,2000,0,
INV00002095,2024-07-26,ING007,850,850,0,
INV00002096,2024-07-26,ING008,1500,1500,0,
INV00002097,2024-07-26,ING009,3000,3000,0,
INV00002098,2024-07-26,ING010,5025,5025,0,
INV00002099,2024-07-26,ING011,75,75,0,
INV00002100,2024-07-26,ING012,2555,2555,0,
INV00002101,2024-07-26,ING013,1430,1430,0,
INV00002102,2024-07-26,ING014,58,58,0,
INV00002103,2024-07-26,ING015,2700,2700,0,
INV00002104,2024-07-26,ING016,3000,3000,0,
INV00002105,2024-07-26,ING017,1580,1580,0,
INV00002106,2024-07-26,ING018,200,200,0,
INV00002107,2024-07-27,ING001,3196,3196,0,
INV00002108,2024-07-27,ING002,4070,4070,0,pending_delivery
INV00002109,2024-07-27,ING003,2460,2460,0,
INV00002110,2024-07-27,ING004,2860,2860,0,
INV00002111,2024-07-27,ING005,1190,1190,0,
INV00002112,2024-07-27,ING006,2000,2000,0,
INV00002113,2024-07-27,ING007,600,600,0,
INV00002114,2024-07-27,ING008,1390,1390,0,
INV00002115,2024-07-27,ING009,2780,2780,0,
INV00002116,2024-07-27,ING010,4670,4670,0,
INV00002117,2024-07-27,ING011,73,73,0,
INV00002118,2024-07-27,ING012,2345,2345,0,
INV00002119,2024-07-27,ING013,1260,1260,0,
INV00002120,2024-07-27,ING014,53,53,0,
INV00002121,2024-07-27,ING015,2600,2600,0,
INV00002122,2024-07-27,ING016,3000,3000,0,
INV00002123,2024-07-27,ING017,1485,1485,0,
INV00002124,2024-07-27,ING018,200,200,0,
INV00002125,2024-07-28,ING001,2826,2826,0,
INV00002126,2024-07-28,ING002,30000,30000,0,
INV00002127,2024-07-28,ING003,2340,2340,0,
INV00002128,2024-07-28,ING004,2800,2800,0,
INV00002129,2024-07-28,ING005,880,880,0,
INV00002130,2024-07-28,ING006,2000,2000,0,
INV00002131,2024-07-28,ING007,340,340,0,pending_delivery
INV00002132,2024-07-28,ING008,1340,1340,0,
INV00002133,2024-07-28,ING009,2560,2560,0,
INV00002134,2024-07-28,ING010,4290,4290,0,
INV00002135,2024-07-28,ING011,64,64,0,
INV00002136,2024-07-28,ING012,2080,2080,0,
INV00002137,2024-07-28,ING013,1040,1040,0,
INV00002138,2024-07-28,ING014,48,48,0,
INV00002139,2024-07-28,ING015,2300,2300,0,
INV00002140,2024-07-28,ING016,2850,2850,0,
INV00002141,2024-07-28,ING017,1375,1375,0,
INV00002142,2024-07-28,ING018,200,200,0,
INV00002143,2024-07-29,ING001,1940,1940,0,
INV00002144,2024-07-29,ING002,14300,14300,0,
INV00002145,2024-07-29,ING003,2180,2180,0,
INV00002146,2024-07-29,ING004,2660,2660,0,
INV00002147,2024-07-29,ING005,470,470,0,pending_delivery
INV00002148,2024-07-29,ING006,2000,2000,0,
INV00002149,2024-07-29,ING007,3000,3000,0,
INV00002150,2024-07-29,ING008,1080,1080,0,
INV00002151,2024-07-29,ING009,2050,2050,0,
INV00002152,2024-07-29,ING010,3655,3655,0,
INV00002153,2024-07-29,ING011,49,49,0,
INV00002154,2024-07-29,ING012,1730,1730,0,
INV00002155,2024-07-29,ING013,750,750,0,
INV00002156,2024-07-29,ING014,33,33,0,
INV00002157,2024-07-29,ING015,1900,1900,0,
INV00002158,2024-07-29,ING016,2500,2500,0,
INV00002159,2024-07-29,ING017,1330,1330,0,
INV00002160,2024-07-29,ING018,200,200,0,
INV00002161,2024-07-30,ING001,1648,1648,0,
INV00002162,2024-07-30,ING002,9250,9250,0,
INV00002163,2024-07-30,ING003,2080,2080,0,
INV00002164,2024-07-30,ING004,2640,2640,0,
INV00002165,2024-07-30,ING005,3000,3000,0,
INV00002166,2024-07-30,ING006,2000,2000,0,
INV00002167,2024-07-30,ING007,2860,2860,0,
INV00002168,2024-07-30,ING008,950,950,0,
INV00002169,2024-07-30,ING009,1950,1950,0,
INV00002170,2024-07-30,ING010,3200,3200,0,
INV00002171,2024-07-30,ING011,43,43,0,
INV00002172,2024-07-30,ING012,1595,1595,0,
INV00002173,2024-07-30,ING013,640,640,0,
INV00002174,2024-07-30,ING014,25,25,0,
INV00002175,2024-07-30,ING015,1650,1650,0,
INV00002176,2024-07-30,ING016,2450,2450,0,
INV00002177,2024-07-30,ING017,1225,1225,0,
INV00002178,2024-07-30,ING018,200,200,0,
INV00002179,2024-07-31,ING001,1194,1194,0,pending_delivery
INV00002180,2024-07-31,ING002,1980,1980,0,pending_delivery
INV00002181,2024-07-31,ING003,2060,2060,0,
INV00002182,2024-07-31,ING004,2520,2520,0,
INV00002183,2024-07-31,ING005,2820,2820,0,
INV00002184,2024-07-31,ING006,2000,2000,0,
INV00002185,2024-07-31,ING007,2630,2630,0,
INV00002186,2024-07-31,ING008,820,820,0,
INV00002187,2024-07-31,ING009,1730,1730,0,
INV00002188,2024-07-31,ING010,2875,2875,0,
INV00002189,2024-07-31,ING011,36,36,0,
INV00002190,2024-07-31,ING012,1440,1440,0,
INV00002191,2024-07-31,ING013,510,510,0,
INV00002192,2024-07-31,ING014,18,18,0,
INV00002193,2024-07-31,ING015,1600,1600,0,
INV00002194,2024-07-31,ING016,2150,2150,0,
INV00002195,2024-07-31,ING017,1170,1170,0,
INV00002196,2024-07-31,ING018,200,200,0,
INV00002197,2024-08-01,ING001,7500,7500,0,
INV00002198,2024-08-01,ING002,30000,30000,0,
INV00002199,2024-08-01,ING003,1940,1940,0,
INV00002200,2024-08-01,ING004,2360,2360,0,
INV00002201,2024-08-01,ING005,2200,2200,0,
INV00002202,2024-08-01,ING006,2000,2000,0,
INV00002203,2024-08-01,ING007,2190,2190,0,
INV00002204,2024-08-01,ING008,620,620,0,
INV00002205,2024-08-01,ING009,1480,1480,0,
INV00002206,2024-08-01,ING010,2390,2390,0,
INV00002207,2024-08-01,ING011,22,22,0,
INV00002208,2024-08-01,ING012,910,910,0,
INV00002209,2024-08-01,ING013,70,70,0,pending_delivery
INV00002210,2024-08-01,ING014,9,9,0,pending_delivery
INV00002211,2024-08-01,ING015,1300,1300,0,
INV00002212,2024-08-01,ING016,1750,1750,0,
INV00002213,2024-08-01,ING017,1065,1065,0,
INV00002214,2024-08-01,ING018,200,200,0,
INV00002215,2024-08-02,ING001,7022,7022,0,
INV00002216,2024-08-02,ING002,20440,20440,0,
INV00002217,2024-08-02,ING003,1820,1820,0,
INV00002218,2024-08-02,ING004,2240,2240,0,
INV00002219,2024-08-02,ING005,1770,1770,0,
INV00002220,2024-08-02,ING006,2000,2000,0,
INV00002221,2024-08-02,ING007,1870,1870,0,
INV00002222,2024-08-02,ING008,560,560,0,
INV00002223,2024-08-02,ING009,1100,1100,0,
INV00002224,2024-08-02,ING010,2010,2010,0,
INV00002225,2024-08-02,ING011,10,10,0,pending_delivery
