row_id,order_id,date,time,item_id,quantity,cust_name,in_or_out,staff_id
4494,ORD02938,10/06/2024,07:22:11,IT014,1,Reese,in,ST001
4495,ORD02938,10/06/2024,07:22:11,IT019,2,Reese,in,ST001
4496,ORD02934,10/06/2024,07:31:36,IT024,1,Parker,in,ST001
4497,ORD02945,10/06/2024,07:44:16,IT020,2,Dakota,in,ST001
4498,ORD02931,10/06/2024,07:50:28,IT002,1,Reese,out,ST006
4499,ORD02931,10/06/2024,07:50:28,IT015,1,Reese,out,ST006
4500,ORD02941,10/06/2024,07:55:06,IT001,1,Charlie,in,ST001
4501,ORD02941,10/06/2024,07:55:06,IT007,1,Charlie,in,ST001
4502,ORD02941,10/06/2024,07:55:06,IT018,1,Charlie,in,ST001
4503,ORD02944,10/06/2024,07:55:39,IT008,1,Morgan,in,ST001
4504,ORD02939,10/06/2024,07:57:03,IT012,1,Taylor,out,ST001
4505,ORD02939,10/06/2024,07:57:03,IT024,2,Taylor,out,ST001
4506,ORD02908,10/06/2024,07:59:55,IT001,1,Blake,out,ST001
4507,ORD02908,10/06/2024,07:59:55,IT009,1,Blake,out,ST001
4508,ORD02919,10/06/2024,08:10:16,IT025,1,Reese,out,ST001
4509,ORD02932,10/06/2024,08:17:37,IT018,1,Harper,in,ST006
4510,ORD02932,10/06/2024,08:17:37,IT021,2,Harper,in,ST006
4511,ORD02933,10/06/2024,08:37:27,IT004,1,Reese,out,ST006
4512,ORD02920,10/06/2024,08:48:15,IT001,2,Avery,in,ST006
4513,ORD02920,10/06/2024,08:48:15,IT004,2,Avery,in,ST006
4514,ORD02920,10/06/2024,08:48:15,IT009,1,Avery,in,ST006
4515,ORD02923,10/06/2024,08:49:43,IT027,2,Jordan,in,ST001
4516,ORD02906,10/06/2024,08:51:35,IT024,1,Rowan,in,ST001
4517,ORD02927,10/06/2024,08:52:10,IT002,2,Morgan,in,ST001
4518,ORD02927,10/06/2024,08:52:10,IT003,1,Morgan,in,ST001
4519,ORD02946,10/06/2024,09:23:08,IT002,4,Jamie,out,ST001
4520,ORD02916,10/06/2024,09:26:48,IT009,1,Jordan,out,ST001
4521,ORD02914,10/06/2024,09:32:27,IT023,3,Cameron,out,ST006
4522,ORD02910,10/06/2024,10:22:39,IT009,2,Harper,in,ST001
4523,ORD02947,10/06/2024,10:32:44,IT005,1,Jamie,out,ST006
4524,ORD02922,10/06/2024,11:52:48,IT027,1,Skye,out,ST001
4525,ORD02909,10/06/2024,12:06:49,IT018,4,Elliot,out,ST003
4526,ORD02911,10/06/2024,12:14:20,IT001,1,Charlie,out,ST001
4527,ORD02911,10/06/2024,12:14:20,IT018,2,Charlie,out,ST001
4528,ORD02915,10/06/2024,12:18:13,IT024,2,Rowan,in,ST003
4529,ORD02942,10/06/2024,12:28:42,IT003,1,Morgan,out,ST006
4530,ORD02942,10/06/2024,12:28:42,IT007,4,Morgan,out,ST006
4531,ORD02942,10/06/2024,12:28:42,IT008,2,Morgan,out,ST006
4532,ORD02913,10/06/2024,12:31:34,IT028,1,Jordan,in,ST001
4533,ORD02943,10/06/2024,12:36:47,IT021,1,Rowan,out,ST001
4534,ORD02935,10/06/2024,12:42:04,IT025,1,Harper,in,ST001
4535,ORD02930,10/06/2024,13:00:23,IT008,1,Reese,out,ST002
4536,ORD02930,10/06/2024,13:00:23,IT025,1,Reese,out,ST002
4537,ORD02925,10/06/2024,13:04:10,IT002,1,Logan,out,ST003
4538,ORD02905,10/06/2024,13:11:15,IT008,1,Jordan,out,ST003
4539,ORD02904,10/06/2024,13:36:14,IT022,1,Skye,out,ST002
4540,ORD02904,10/06/2024,13:36:14,IT026,2,Skye,out,ST002
4541,ORD02918,10/06/2024,13:40:54,IT001,1,Jordan,out,ST003
4542,ORD02918,10/06/2024,13:40:54,IT012,1,Jordan,out,ST003
4543,ORD02918,10/06/2024,13:40:54,IT024,1,Jordan,out,ST003
4544,ORD02926,10/06/2024,13:43:04,IT008,1,Blake,out,ST003
4545,ORD02926,10/06/2024,13:43:04,IT021,4,Blake,out,ST003
4546,ORD02928,10/06/2024,13:45:32,IT024,1,Harper,out,ST003
4547,ORD02940,10/06/2024,15:34:31,IT001,1,Rowan,in,ST003
4548,ORD02940,10/06/2024,15:34:31,IT028,1,Rowan,in,ST003
4549,ORD02912,10/06/2024,15:48:35,IT006,1,Reese,in,ST002
4550,ORD02912,10/06/2024,15:48:35,IT016,1,Reese,in,ST002
4551,ORD02929,10/06/2024,16:08:37,IT020,1,Rowan,out,ST003
4552,ORD02955,11/06/2024,07:05:57,IT002,1,Hayden,in,ST001
4553,ORD02981,11/06/2024,07:09:34,IT005,1,Skye,in,ST001
4554,ORD02981,11/06/2024,07:09:34,IT007,2,Skye,in,ST001
4555,ORD02982,11/06/2024,07:13:13,IT016,2,Taylor,out,ST001
4556,ORD02982,11/06/2024,07:13:13,IT020,1,Taylor,out,ST001
4557,ORD02985,11/06/2024,07:15:39,IT018,1,Skye,out,ST001
4558,ORD02985,11/06/2024,07:15:39,IT019,1,Skye,out,ST001
4559,ORD02979,11/06/2024,07:20:17,IT003,1,Parker,out,ST003
4560,ORD02979,11/06/2024,07:20:17,IT025,2,Parker,out,ST003
4561,ORD02950,11/06/2024,07:27:59,IT017,3,Reese,out,ST001
4562,ORD02956,11/06/2024,07:29:18,IT024,4,Elliot,in,ST001
4563,ORD02974,11/06/2024,07:42:18,IT021,2,Harper,out,ST001
4564,ORD02990,11/06/2024,07:45:56,IT007,1,Hayden,in,ST001
4565,ORD02990,11/06/2024,07:45:56,IT020,2,Hayden,in,ST001
4566,ORD02951,11/06/2024,07:51:25,IT005,1,Morgan,out,ST001
4567,ORD02951,11/06/2024,07:51:25,IT009,1,Morgan,out,ST001
4568,ORD02951,11/06/2024,07:51:25,IT019,1,Morgan,out,ST001
4569,ORD02954,11/06/2024,07:53:35,IT028,1,Quinn,out,ST001
4570,ORD02978,11/06/2024,07:58:08,IT011,2,Taylor,in,ST003
4571,ORD02978,11/06/2024,07:58:08,IT017,2,Taylor,in,ST003
4572,ORD02995,11/06/2024,07:58:23,IT001,1,Kai,out,ST001
4573,ORD02995,11/06/2024,07:58:23,IT022,1,Kai,out,ST001
4574,ORD02960,11/06/2024,08:05:17,IT004,2,Skye,out,ST001
4575,ORD02960,11/06/2024,08:05:17,IT005,1,Skye,out,ST001
4576,ORD02960,11/06/2024,08:05:17,IT018,4,Skye,out,ST001
4577,ORD02970,11/06/2024,08:07:38,IT001,1,Taylor,out,ST003
4578,ORD02970,11/06/2024,08:07:38,IT014,1,Taylor,out,ST003
4579,ORD02983,11/06/2024,08:10:12,IT007,1,Jamie,out,ST001
4580,ORD02973,11/06/2024,08:12:12,IT004,2,Kai,in,ST003
4581,ORD02973,11/06/2024,08:12:12,IT013,1,Kai,in,ST003
4582,ORD02973,11/06/2024,08:12:12,IT027,2,Kai,in,ST003
4583,ORD02976,11/06/2024,08:14:44,IT001,1,Reese,in,ST003
4584,ORD02999,11/06/2024,08:16:04,IT007,1,Morgan,in,ST003
4585,ORD02999,11/06/2024,08:16:04,IT028,1,Morgan,in,ST003
4586,ORD02953,11/06/2024,08:23:59,IT028,1,Alex,in,ST001
4587,ORD02972,11/06/2024,08:24:56,IT005,4,Morgan,in,ST003
4588,ORD02980,11/06/2024,08:49:04,IT024,3,Rowan,in,ST003
4589,ORD02969,11/06/2024,08:54:23,IT025,1,Kai,out,ST001
4590,ORD02969,11/06/2024,08:54:23,IT026,1,Kai,out,ST001
4591,ORD02998,11/06/2024,08:54:30,IT015,2,Logan,out,ST003
4592,ORD02998,11/06/2024,08:54:30,IT022,3,Logan,out,ST003
4593,ORD02957,11/06/2024,08:58:06,IT001,1,Kai,in,ST001
4594,ORD02963,11/06/2024,08:59:20,IT019,1,Quinn,in,ST001
4595,ORD02963,11/06/2024,08:59:20,IT027,1,Quinn,in,ST001
4596,ORD02962,11/06/2024,09:10:07,IT010,3,Cameron,in,ST003
4597,ORD02991,11/06/2024,09:38:05,IT019,2,Kai,in,ST001
4598,ORD02991,11/06/2024,09:38:05,IT026,1,Kai,in,ST001
4599,ORD02948,11/06/2024,09:54:26,IT016,1,Harper,out,ST003
4600,ORD02966,11/06/2024,11:33:13,IT018,2,Jamie,out,ST003
4601,ORD02966,11/06/2024,11:33:13,IT023,1,Jamie,out,ST003
4602,ORD02984,11/06/2024,11:50:36,IT005,1,Quinn,out,ST001
4603,ORD02989,11/06/2024,11:50:57,IT004,1,Charlie,in,ST001
4604,ORD02959,11/06/2024,11:59:56,IT004,1,Sage,out,ST001
4605,ORD02952,11/06/2024,12:01:49,IT016,1,Jamie,in,ST002
4606,ORD02958,11/06/2024,12:03:01,IT001,1,Cameron,out,ST003
4607,ORD02958,11/06/2024,12:03:01,IT028,1,Cameron,out,ST003
4608,ORD02975,11/06/2024,12:05:20,IT017,1,Elliot,out,ST004
4609,ORD02977,11/06/2024,12:05:23,IT003,3,Drew,in,ST003
4610,ORD02977,11/06/2024,12:05:23,IT013,1,Drew,in,ST003
4611,ORD02986,11/06/2024,12:07:47,IT010,2,Harper,out,ST004
4612,ORD02986,11/06/2024,12:07:47,IT024,1,Harper,out,ST004
4613,ORD02992,11/06/2024,12:29:08,IT014,1,Harper,out,ST003
4614,ORD02961,11/06/2024,12:45:03,IT016,1,Kai,out,ST003
4615,ORD02961,11/06/2024,12:45:03,IT021,2,Kai,out,ST003
4616,ORD02949,11/06/2024,12:47:13,IT019,3,Avery,out,ST004
4617,ORD02994,11/06/2024,12:56:09,IT017,1,Quinn,out,ST001
4618,ORD02994,11/06/2024,12:56:09,IT020,3,Quinn,out,ST001
4619,ORD02994,11/06/2024,12:56:09,IT027,2,Quinn,out,ST001
4620,ORD02964,11/06/2024,13:00:18,IT018,2,Elliot,in,ST002
4621,ORD02968,11/06/2024,13:05:40,IT003,1,Jordan,out,ST002
4622,ORD02965,11/06/2024,13:33:50,IT014,2,Riley,out,ST002
4623,ORD02997,11/06/2024,13:35:45,IT013,2,Hayden,out,ST002
4624,ORD02997,11/06/2024,13:35:45,IT025,1,Hayden,out,ST002
4625,ORD02988,11/06/2024,13:41:33,IT010,2,Blake,in,ST004
4626,ORD02987,11/06/2024,13:51:47,IT002,2,Jordan,out,ST002
4627,ORD02993,11/06/2024,14:06:40,IT018,1,Kai,in,ST002
4628,ORD02971,11/06/2024,14:21:17,IT004,2,Skye,in,ST002
4629,ORD02967,11/06/2024,14:58:35,IT007,1,Drew,out,ST002
4630,ORD02967,11/06/2024,14:58:35,IT014,2,Drew,out,ST002
4631,ORD02996,11/06/2024,15:44:53,IT005,1,Jamie,in,ST002
4632,ORD02996,11/06/2024,15:44:53,IT015,1,Jamie,in,ST002
4633,ORD03009,12/06/2024,07:14:42,IT003,1,Avery,out,ST004
4634,ORD03019,12/06/2024,07:18:30,IT022,2,Jordan,in,ST001
4635,ORD03041,12/06/2024,07:21:13,IT016,1,Drew,out,ST001
4636,ORD03041,12/06/2024,07:21:13,IT018,2,Drew,out,ST001
4637,ORD03041,12/06/2024,07:21:13,IT028,1,Drew,out,ST001
4638,ORD03028,12/06/2024,07:35:13,IT021,3,Elliot,out,ST004
4639,ORD03018,12/06/2024,07:36:06,IT001,2,Hayden,in,ST004
4640,ORD03036,12/06/2024,07:41:03,IT012,1,Casey,in,ST004
4641,ORD03036,12/06/2024,07:41:03,IT026,4,Casey,in,ST004
4642,ORD03001,12/06/2024,07:48:02,IT027,1,Riley,out,ST001
4643,ORD03029,12/06/2024,07:55:36,IT001,1,Dakota,in,ST001
4644,ORD03029,12/06/2024,07:55:36,IT026,2,Dakota,in,ST001
4645,ORD03029,12/06/2024,07:55:36,IT027,2,Dakota,in,ST001
4646,ORD03021,12/06/2024,07:59:17,IT005,1,Reese,in,ST001
4647,ORD03021,12/06/2024,07:59:17,IT025,1,Reese,in,ST001
4648,ORD03034,12/06/2024,08:07:22,IT009,1,Morgan,out,ST004
4649,ORD03034,12/06/2024,08:07:22,IT019,1,Morgan,out,ST004
4650,ORD03027,12/06/2024,08:08:23,IT002,1,Sage,out,ST001
4651,ORD03003,12/06/2024,08:15:11,IT023,3,Casey,in,ST004
4652,ORD03040,12/06/2024,08:16:07,IT009,1,Hayden,in,ST001
4653,ORD03040,12/06/2024,08:16:07,IT028,2,Hayden,in,ST001
4654,ORD03005,12/06/2024,08:20:51,IT004,3,Skye,out,ST004
4655,ORD03005,12/06/2024,08:20:51,IT018,2,Skye,out,ST004
4656,ORD03005,12/06/2024,08:20:51,IT021,1,Skye,out,ST004
4657,ORD03011,12/06/2024,08:20:53,IT001,1,Charlie,out,ST001
4658,ORD03011,12/06/2024,08:20:53,IT020,1,Charlie,out,ST001
4659,ORD03031,12/06/2024,08:30:57,IT023,1,Jamie,out,ST004
4660,ORD03000,12/06/2024,08:33:44,IT003,2,Cameron,in,ST004
4661,ORD03000,12/06/2024,08:33:44,IT025,1,Cameron,in,ST004
4662,ORD03039,12/06/2024,09:02:43,IT017,1,Quinn,out,ST001
4663,ORD03022,12/06/2024,09:03:49,IT022,2,Elliot,in,ST001
4664,ORD03022,12/06/2024,09:03:49,IT028,3,Elliot,in,ST001
4665,ORD03015,12/06/2024,09:40:02,IT018,1,Alex,in,ST004
4666,ORD03015,12/06/2024,09:40:02,IT021,1,Alex,in,ST004
4667,ORD03037,12/06/2024,10:32:03,IT006,1,Avery,in,ST001
4668,ORD03037,12/06/2024,10:32:03,IT021,1,Avery,in,ST001
4669,ORD03002,12/06/2024,10:33:16,IT025,1,Alex,out,ST001
4670,ORD03025,12/06/2024,10:42:07,IT023,1,Jordan,in,ST001
4671,ORD03010,12/06/2024,10:58:56,IT003,2,Taylor,out,ST004
4672,ORD03013,12/06/2024,11:35:36,IT016,1,Parker,out,ST001
4673,ORD03033,12/06/2024,11:59:47,IT024,1,Rowan,out,ST004
4674,ORD03030,12/06/2024,12:01:03,IT006,2,Drew,out,ST004
4675,ORD03030,12/06/2024,12:01:03,IT020,1,Drew,out,ST004
4676,ORD03008,12/06/2024,12:01:16,IT008,2,Logan,out,ST004
4677,ORD03008,12/06/2024,12:01:16,IT024,2,Logan,out,ST004
4678,ORD03007,12/06/2024,12:14:25,IT008,1,Logan,out,ST001
4679,ORD03026,12/06/2024,12:30:24,IT001,2,Avery,out,ST001
4680,ORD03026,12/06/2024,12:30:24,IT019,1,Avery,out,ST001
4681,ORD03038,12/06/2024,12:31:24,IT015,4,Parker,in,ST004
4682,ORD03012,12/06/2024,13:05:22,IT005,1,Alex,out,ST005
4683,ORD03020,12/06/2024,13:13:15,IT017,1,Hayden,out,ST005
4684,ORD03006,12/06/2024,13:15:47,IT021,2,Parker,out,ST005
4685,ORD03006,12/06/2024,13:15:47,IT022,3,Parker,out,ST005
4686,ORD03035,12/06/2024,13:21:38,IT009,1,Rowan,out,ST002
4687,ORD03035,12/06/2024,13:21:38,IT019,2,Rowan,out,ST002
4688,ORD03035,12/06/2024,13:21:38,IT026,1,Rowan,out,ST002
4689,ORD03023,12/06/2024,13:25:25,IT016,1,Reese,in,ST005
4690,ORD03023,12/06/2024,13:25:25,IT023,1,Reese,in,ST005
4691,ORD03024,12/06/2024,13:27:24,IT006,2,Skye,in,ST005
4692,ORD03024,12/06/2024,13:27:24,IT009,1,Skye,in,ST005
4693,ORD03032,12/06/2024,13:36:43,IT023,1,Alex,out,ST005
4694,ORD03016,12/06/2024,13:38:47,IT003,1,Riley,out,ST002
4695,ORD03016,12/06/2024,13:38:47,IT007,2,Riley,out,ST002
4696,ORD03016,12/06/2024,13:38:47,IT024,1,Riley,out,ST002
4697,ORD03017,12/06/2024,14:47:31,IT018,1,Parker,in,ST005
4698,ORD03004,12/06/2024,15:16:33,IT009,1,Riley,in,ST002
4699,ORD03014,12/06/2024,15:46:27,IT023,1,Blake,out,ST005
4700,ORD03096,13/06/2024,07:08:00,IT018,1,Reese,out,ST001
4701,ORD03042,13/06/2024,07:08:57,IT015,3,Avery,out,ST005
4702,ORD03057,13/06/2024,07:11:29,IT002,1,Casey,out,ST001
4703,ORD03054,13/06/2024,07:14:54,IT015,2,Jamie,out,ST001
4704,ORD03098,13/06/2024,07:18:37,IT026,1,Kai,out,ST001
4705,ORD03074,13/06/2024,07:18:47,IT006,3,Quinn,out,ST005
4706,ORD03074,13/06/2024,07:18:47,IT026,1,Quinn,out,ST005
4707,ORD03079,13/06/2024,07:19:58,IT015,1,Jordan,out,ST005
4708,ORD03079,13/06/2024,07:19:58,IT017,1,Jordan,out,ST005
4709,ORD03079,13/06/2024,07:19:58,IT028,1,Jordan,out,ST005
4710,ORD03067,13/06/2024,07:22:31,IT003,4,Elliot,out,ST001
4711,ORD03067,13/06/2024,07:22:31,IT024,1,Elliot,out,ST001
4712,ORD03081,13/06/2024,07:22:42,IT009,2,Jordan,out,ST001
4713,ORD03081,13/06/2024,07:22:42,IT018,1,Jordan,out,ST001
4714,ORD03081,13/06/2024,07:22:42,IT023,1,Jordan,out,ST001
4715,ORD03084,13/06/2024,07:29:18,IT004,1,Kai,in,ST001
4716,ORD03084,13/06/2024,07:29:18,IT024,2,Kai,in,ST001
4717,ORD03084,13/06/2024,07:29:18,IT025,1,Kai,in,ST001
4718,ORD03066,13/06/2024,07:40:19,IT005,2,Riley,out,ST001
4719,ORD03052,13/06/2024,07:46:41,IT013,1,Casey,in,ST005
4720,ORD03052,13/06/2024,07:46:41,IT019,1,Casey,in,ST005
4721,ORD03093,13/06/2024,07:46:42,IT026,2,Harper,out,ST001
4722,ORD03068,13/06/2024,07:48:14,IT021,2,Reese,in,ST005
4723,ORD03070,13/06/2024,07:49:51,IT021,1,Quinn,out,ST001
4724,ORD03049,13/06/2024,08:01:00,IT013,1,Hayden,in,ST001
4725,ORD03049,13/06/2024,08:01:00,IT016,1,Hayden,in,ST001
4726,ORD03044,13/06/2024,08:03:40,IT012,1,Drew,in,ST005
4727,ORD03044,13/06/2024,08:03:40,IT020,1,Drew,in,ST005
4728,ORD03085,13/06/2024,08:07:40,IT027,1,Logan,in,ST001
4729,ORD03069,13/06/2024,08:12:04,IT019,1,Quinn,out,ST001
4730,ORD03062,13/06/2024,08:12:42,IT005,1,Sage,in,ST001
4731,ORD03062,13/06/2024,08:12:42,IT028,4,Sage,in,ST001
4732,ORD03097,13/06/2024,08:18:35,IT025,1,Cameron,out,ST001
4733,ORD03080,13/06/2024,08:23:31,IT018,2,Hayden,in,ST001
4734,ORD03060,13/06/2024,08:24:02,IT020,1,Parker,out,ST001
4735,ORD03060,13/06/2024,08:24:02,IT028,4,Parker,out,ST001
4736,ORD03086,13/06/2024,08:28:09,IT005,1,Harper,out,ST005
4737,ORD03086,13/06/2024,08:28:09,IT027,1,Harper,out,ST005
4738,ORD03064,13/06/2024,08:32:40,IT026,1,Avery,in,ST005
4739,ORD03091,13/06/2024,08:36:10,IT015,1,Reese,out,ST001
4740,ORD03091,13/06/2024,08:36:10,IT016,2,Reese,out,ST001
4741,ORD03091,13/06/2024,08:36:10,IT017,1,Reese,out,ST001
4742,ORD03056,13/06/2024,08:41:20,IT021,2,Harper,in,ST001
4743,ORD03056,13/06/2024,08:41:20,IT024,1,Harper,in,ST001
4744,ORD03048,13/06/2024,08:41:34,IT018,1,Jamie,out,ST001
4745,ORD03048,13/06/2024,08:41:34,IT019,2,Jamie,out,ST001
4746,ORD03075,13/06/2024,08:42:45,IT018,1,Harper,in,ST001
4747,ORD03046,13/06/2024,08:51:06,IT014,4,Reese,out,ST005
4748,ORD03046,13/06/2024,08:51:06,IT024,1,Reese,out,ST005
4749,ORD03046,13/06/2024,08:51:06,IT028,1,Reese,out,ST005
4750,ORD03090,13/06/2024,08:55:54,IT003,1,Taylor,in,ST005
4751,ORD03087,13/06/2024,08:56:01,IT024,2,Drew,out,ST005
4752,ORD03055,13/06/2024,09:17:22,IT021,1,Jordan,out,ST005
4753,ORD03055,13/06/2024,09:17:22,IT028,1,Jordan,out,ST005
4754,ORD03071,13/06/2024,10:53:05,IT002,1,Kai,out,ST005
4755,ORD03071,13/06/2024,10:53:05,IT011,2,Kai,out,ST005
4756,ORD03071,13/06/2024,10:53:05,IT013,1,Kai,out,ST005
4757,ORD03088,13/06/2024,11:05:18,IT017,3,Riley,in,ST001
4758,ORD03045,13/06/2024,11:24:20,IT025,2,Riley,in,ST001
4759,ORD03043,13/06/2024,11:45:19,IT015,1,Avery,out,ST001
4760,ORD03092,13/06/2024,11:54:56,IT010,2,Taylor,in,ST005
4761,ORD03092,13/06/2024,11:54:56,IT021,1,Taylor,in,ST005
4762,ORD03061,13/06/2024,11:56:46,IT017,1,Jordan,out,ST005
4763,ORD03047,13/06/2024,11:57:12,IT008,1,Hayden,in,ST001
4764,ORD03047,13/06/2024,11:57:12,IT023,1,Hayden,in,ST001
4765,ORD03063,13/06/2024,12:04:14,IT024,3,Alex,out,ST001
4766,ORD03065,13/06/2024,12:11:35,IT007,1,Riley,out,ST001
4767,ORD03065,13/06/2024,12:11:35,IT015,1,Riley,out,ST001
4768,ORD03065,13/06/2024,12:11:35,IT018,1,Riley,out,ST001
4769,ORD03095,13/06/2024,12:19:31,IT010,2,Logan,in,ST005
4770,ORD03095,13/06/2024,12:19:31,IT027,2,Logan,in,ST005
4771,ORD03076,13/06/2024,12:27:00,IT014,2,Dakota,out,ST002
4772,ORD03058,13/06/2024,12:32:07,IT008,1,Jordan,out,ST001
4773,ORD03058,13/06/2024,12:32:07,IT013,1,Jordan,out,ST001
4774,ORD03058,13/06/2024,12:32:07,IT019,1,Jordan,out,ST001
4775,ORD03053,13/06/2024,12:50:23,IT001,1,Charlie,out,ST006
4776,ORD03053,13/06/2024,12:50:23,IT023,1,Charlie,out,ST006
4777,ORD03053,13/06/2024,12:50:23,IT026,1,Charlie,out,ST006
4778,ORD03083,13/06/2024,12:54:57,IT024,1,Rowan,out,ST002
4779,ORD03072,13/06/2024,13:10:25,IT002,1,Casey,out,ST006
4780,ORD03072,13/06/2024,13:10:25,IT028,1,Casey,out,ST006
4781,ORD03077,13/06/2024,13:19:38,IT023,1,Taylor,out,ST006
4782,ORD03094,13/06/2024,13:25:12,IT026,1,Reese,out,ST006
4783,ORD03059,13/06/2024,13:27:05,IT003,1,Kai,in,ST006
4784,ORD03059,13/06/2024,13:27:05,IT015,2,Kai,in,ST006
4785,ORD03059,13/06/2024,13:27:05,IT016,1,Kai,in,ST006
4786,ORD03082,13/06/2024,13:29:43,IT024,1,Jordan,out,ST006
4787,ORD03073,13/06/2024,13:39:21,IT004,2,Drew,out,ST006
4788,ORD03073,13/06/2024,13:39:21,IT019,1,Drew,out,ST006
4789,ORD03078,13/06/2024,13:41:43,IT022,1,Parker,out,ST002
4790,ORD03089,13/06/2024,13:49:11,IT015,2,Sage,in,ST006
4791,ORD03051,13/06/2024,13:53:47,IT001,1,Parker,out,ST002
4792,ORD03050,13/06/2024,13:58:20,IT007,2,Charlie,out,ST002
4793,ORD03108,14/06/2024,07:02:54,IT015,2,Charlie,out,ST006
4794,ORD03153,14/06/2024,07:07:29,IT007,1,Cameron,out,ST006
4795,ORD03153,14/06/2024,07:07:29,IT024,1,Cameron,out,ST006
4796,ORD03158,14/06/2024,07:18:22,IT018,2,Morgan,out,ST001
4797,ORD03121,14/06/2024,07:25:47,IT021,1,Cameron,out,ST001
4798,ORD03103,14/06/2024,07:26:18,IT027,1,Alex,out,ST001
4799,ORD03140,14/06/2024,07:29:28,IT025,2,Sage,in,ST001
4800,ORD03140,14/06/2024,07:29:28,IT027,1,Sage,in,ST001
4801,ORD03125,14/06/2024,07:29:32,IT003,1,Kai,out,ST006
4802,ORD03125,14/06/2024,07:29:32,IT020,1,Kai,out,ST006
4803,ORD03116,14/06/2024,07:52:04,IT002,1,Rowan,out,ST006
4804,ORD03116,14/06/2024,07:52:04,IT003,2,Rowan,out,ST006
4805,ORD03129,14/06/2024,07:57:47,IT027,2,Casey,in,ST001
4806,ORD03117,14/06/2024,08:01:04,IT003,1,Riley,in,ST001
4807,ORD03117,14/06/2024,08:01:04,IT018,2,Riley,in,ST001
4808,ORD03117,14/06/2024,08:01:04,IT028,2,Riley,in,ST001
4809,ORD03141,14/06/2024,08:13:08,IT002,3,Avery,out,ST006
4810,ORD03128,14/06/2024,08:17:36,IT012,1,Rowan,out,ST006
4811,ORD03128,14/06/2024,08:17:36,IT023,3,Rowan,out,ST006
4812,ORD03137,14/06/2024,08:19:40,IT004,2,Reese,out,ST006
4813,ORD03137,14/06/2024,08:19:40,IT007,3,Reese,out,ST006
4814,ORD03137,14/06/2024,08:19:40,IT014,2,Reese,out,ST006
4815,ORD03155,14/06/2024,08:23:13,IT019,2,Parker,in,ST001
4816,ORD03155,14/06/2024,08:23:13,IT027,1,Parker,in,ST001
4817,ORD03145,14/06/2024,08:26:03,IT027,2,Dakota,out,ST006
4818,ORD03154,14/06/2024,08:26:32,IT005,1,Dakota,out,ST001
4819,ORD03127,14/06/2024,08:27:19,IT027,2,Reese,out,ST006
4820,ORD03147,14/06/2024,08:29:14,IT023,1,Jamie,in,ST001
4821,ORD03147,14/06/2024,08:29:14,IT026,2,Jamie,in,ST001
4822,ORD03131,14/06/2024,08:34:10,IT010,3,Rowan,out,ST001
4823,ORD03112,14/06/2024,08:35:31,IT012,2,Elliot,out,ST006
4824,ORD03112,14/06/2024,08:35:31,IT023,1,Elliot,out,ST006
4825,ORD03114,14/06/2024,08:36:16,IT005,1,Kai,out,ST001
4826,ORD03114,14/06/2024,08:36:16,IT025,3,Kai,out,ST001
4827,ORD03136,14/06/2024,08:36:20,IT028,1,Jamie,in,ST001
4828,ORD03138,14/06/2024,08:36:52,IT018,1,Rowan,in,ST006
4829,ORD03138,14/06/2024,08:36:52,IT028,4,Rowan,in,ST006
4830,ORD03156,14/06/2024,08:44:02,IT020,1,Rowan,out,ST001
4831,ORD03151,14/06/2024,08:44:28,IT003,1,Drew,out,ST001
4832,ORD03151,14/06/2024,08:44:28,IT011,1,Drew,out,ST001
4833,ORD03151,14/06/2024,08:44:28,IT015,2,Drew,out,ST001
4834,ORD03099,14/06/2024,08:45:31,IT010,1,Drew,out,ST001
4835,ORD03102,14/06/2024,08:48:06,IT004,1,Parker,out,ST006
4836,ORD03102,14/06/2024,08:48:06,IT014,1,Parker,out,ST006
4837,ORD03122,14/06/2024,08:51:23,IT016,1,Sage,out,ST006
4838,ORD03122,14/06/2024,08:51:23,IT022,1,Sage,out,ST006
4839,ORD03148,14/06/2024,08:55:09,IT002,1,Jordan,out,ST006
4840,ORD03148,14/06/2024,08:55:09,IT018,1,Jordan,out,ST006
4841,ORD03132,14/06/2024,08:56:17,IT012,2,Logan,in,ST001
4842,ORD03111,14/06/2024,09:48:40,IT022,1,Taylor,in,ST006
4843,ORD03118,14/06/2024,10:02:55,IT016,3,Dakota,out,ST006
4844,ORD03118,14/06/2024,10:02:55,IT018,1,Dakota,out,ST006
4845,ORD03118,14/06/2024,10:02:55,IT026,1,Dakota,out,ST006
4846,ORD03160,14/06/2024,10:38:48,IT015,2,Drew,in,ST001
4847,ORD03160,14/06/2024,10:38:48,IT018,1,Drew,in,ST001
4848,ORD03160,14/06/2024,10:38:48,IT023,1,Drew,in,ST001
4849,ORD03130,14/06/2024,11:29:17,IT010,3,Kai,in,ST001
4850,ORD03130,14/06/2024,11:29:17,IT017,2,Kai,in,ST001
4851,ORD03130,14/06/2024,11:29:17,IT021,2,Kai,in,ST001
4852,ORD03152,14/06/2024,11:53:54,IT004,1,Avery,in,ST006
4853,ORD03152,14/06/2024,11:53:54,IT013,1,Avery,in,ST006
4854,ORD03152,14/06/2024,11:53:54,IT021,1,Avery,in,ST006
4855,ORD03110,14/06/2024,12:00:35,IT021,2,Parker,out,ST001
4856,ORD03100,14/06/2024,12:03:24,IT002,1,Harper,in,ST002
